step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
20,'C1060270098','1','F',63057,'M1823072687','28007','es_leisure',80.37,0
84,'C32640811','2','F',35975,'M1823072687','28007','es_transportation',29.18,0
145,'C1407767965','1','F',30851,'M1823072687','28007','es_leisure',136.39,0
132,'C1128965136','2','F',79721,'M1823072687','28007','es_transportation',35.25,0
62,'C885081673','6','F',35459,'M1823072687','28007','es_transportation',5.86,0
138,'C1469453217','2','F',66305,'M1823072687','28007','es_transportation',39.11,0
81,'C398651508','2','U',70228,'M1823072687','28007','es_transportation',50.91,0
116,'C106931168','2','F',55325,'M1823072687','28007','es_leisure',27.86,0
41,'C1516302826','4','F',67128,'M1823072687','28007','es_transportation',57.84,0
173,'C149698808','5','U',81357,'M1823072687','28007','es_transportation',79.15,0
25,'C1497135910','4','U',96295,'M1823072687','28007','es_wellnessandbeauty',60.32,0
114,'C771207119','4','F',62970,'M85975013','28007','es_leisure',16.07,0
83,'C662836745','2','F',05555,'M1823072687','28007','es_transportation',1.33,0
70,'C1828909550','2','F',26518,'M1823072687','28007','es_health',63.26,0
65,'C1977058282','2','U',59730,'M1823072687','28007','es_transportation',51.19,0
164,'C1156399058','4','U',94743,'M1823072687','28007','es_transportation',15.43,0
40,'C1033416330','4','F',43931,'M1823072687','28007','es_transportation',41.3,1
167,'C2136008441','3','F',35625,'M1823072687','28007','es_transportation',6.53,0
170,'C572671067','3','F',90777,'M1823072687','28007','es_leisure',29.07,0
147,'C944711585','4','F',63446,'M1823072687','28007','es_transportation',16.62,0
159,'C1635987808','5','F',38243,'M1823072687','28007','es_transportation',1.43,0
134,'C1597422235','3','F',22040,'M1823072687','28007','es_transportation',31.33,0
159,'C1040303644','3','F',30651,'M1823072687','28007','es_transportation',110.91,0
148,'C2031167542','2','F',69370,'M1823072687','28007','es_transportation',9.86,0
130,'C924804429','4','F',51706,'M1823072687','28007','es_transportation',12.94,0
133,'C524663308','3','F',12602,'M1823072687','28007','es_transportation',1.93,0
89,'C1739071229','2','F',47128,'M1823072687','28007','es_transportation',45.12,0
57,'C2075898645','1','U',55056,'M1823072687','28007','es_transportation',18.36,0
80,'C1132565589','3','F',22725,'M1823072687','28007','es_transportation',41.17,0
118,'C1890075917','2','F',96497,'M1823072687','28007','es_transportation',15.9,0
89,'C589097761','3','F',73151,'M1823072687','28007','es_transportation',4.13,0
142,'C1928842916','4','F',74770,'M1823072687','28007','es_transportation',68.31,0
129,'C1714385979','3','F',20259,'M1823072687','28007','es_transportation',27.66,0
84,'C739732151','1','F',38108,'M1823072687','28007','es_transportation',23.34,0
69,'C897883896','4','F',74555,'M1823072687','28007','es_transportation',12.39,0
128,'C1806963277','6','F',85432,'M1823072687','28007','es_transportation',39.11,0
151,'C1784755412','2','F',99042,'M1823072687','28007','es_transportation',21.3,0
97,'C307655955','5','F',59881,'M1823072687','28007','es_transportation',10.18,1
102,'C1238891395','2','F',36773,'M1823072687','28007','es_transportation',2.24,0
162,'C1536088502','2','F',18801,'M1823072687','28007','es_transportation',12.34,0
158,'C1510402289','2','F',55823,'M1823072687','28007','es_transportation',10.59,0
67,'C517412999','2','F',44532,'M1823072687','28007','es_transportation',93.87,0
173,'C1828909550','2','F',99017,'M1823072687','28007','es_transportation',9.42,0
152,'C714086473','5','F',82260,'M1823072687','28007','es_transportation',21.38,0
46,'C77017704','3','U',52958,'M1823072687','28007','es_transportation',0.95,0
134,'C1635987808','3','U',25755,'M1823072687','28007','es_transportation',0.22,0
138,'C1038996959','3','F',75110,'M1823072687','28007','es_transportation',19.03,0
51,'C2040640036','2','F',70162,'M1823072687','28007','es_home',24.89,0
98,'C1560676680','2','F',90075,'M1823072687','28007','es_transportation',9.82,0
138,'C257361511','3','F',15243,'M1823072687','28007','es_transportation',14.96,0
97,'C167378624','3','F',70544,'M1823072687','28007','es_transportation',45.19,0
107,'C747353905','2','F',25739,'M1823072687','28007','es_transportation',1.84,0
156,'C370861553','2','F',50138,'M1823072687','28007','es_home',7.98,0
154,'C1802570035','1','F',06551,'M1823072687','28007','es_transportation',52.06,0
157,'C1836308269','1','U',05932,'M1823072687','28007','es_transportation',195.89,0
67,'C968819483','2','F',83914,'M1823072687','28007','es_transportation',5.61,0
108,'C2087715408','2','F',03207,'M1823072687','28007','es_transportation',22.24,0
169,'C1240746302','3','F',96544,'M1823072687','28007','es_transportation',4.55,0
76,'C144783459','2','F',92161,'M1823072687','28007','es_transportation',7.21,0
62,'C56690195','5','F',15501,'M1823072687','28007','es_leisure',39.0,0
162,'C1182825160','2','U',76149,'M1823072687','28007','es_wellnessandbeauty',27.41,0
70,'C985141335','3','F',04896,'M1823072687','28007','es_transportation',22.68,0
167,'C648467088','3','F',78184,'M1823072687','28007','es_transportation',84.26,0
40,'C24691837','1','F',03232,'M1823072687','28007','es_transportation',4.08,0
102,'C825744832','2','F',26301,'M1823072687','28007','es_transportation',63.2,0
149,'C1487982242','1','U',13939,'M1823072687','28007','es_transportation',15.32,0
159,'C2070935783','2','F',30818,'M1823072687','28007','es_transportation',58.54,0
166,'C1182825160','4','F',01294,'M1823072687','28007','es_leisure',68.13,0
62,'C310751417','2','U',97125,'M1823072687','28007','es_transportation',44.26,0
93,'C532292379','5','F',37799,'M1823072687','28007','es_transportation',40.6,0
13,'C1445784416','2','F',94517,'M1823072687','28007','es_transportation',16.7,0
60,'C1963249369','3','F',79715,'M1823072687','28007','es_transportation',81.93,0
72,'C1670883164','3','F',18334,'M1823072687','28007','es_transportation',14.98,0
62,'C1013199152','0','F',62659,'M1823072687','28007','es_transportation',6.22,0
147,'C1355509614','3','F',24008,'M1823072687','28007','es_food',41.26,0
169,'C125481968','3','F',08853,'M1823072687','28007','es_transportation',7.17,0
45,'C170769685','2','F',03136,'M1823072687','28007','es_transportation',30.43,0
60,'C805469502','6','F',57263,'M1823072687','28007','es_contents',13.85,0
118,'C1830714840','1','F',75354,'M1823072687','28007','es_transportation',38.28,0
158,'C53497422','1','F',85659,'M1823072687','28007','es_transportation',28.95,0
85,'C1189231170','3','U',35966,'M1823072687','28007','es_transportation',29.52,0
3,'C1417312384','2','F',89274,'M1823072687','28007','es_transportation',50.7,0
61,'C260840933','2','F',67155,'M1823072687','28007','es_transportation',15.69,0
12,'C1734862058','1','F',99016,'M1823072687','28007','es_transportation',4.48,0
127,'C1740004679','3','U',65207,'M1823072687','28007','es_transportation',33.37,0
19,'C83651461','2','F',82525,'M1823072687','28007','es_transportation',18.23,0
72,'C1901383731','6','U',29300,'M1823072687','28007','es_transportation',23.55,0
132,'C1697851479','4','U',09134,'M1823072687','28007','es_transportation',7.1,0
24,'C1529464275','3','F',93388,'M1823072687','28007','es_transportation',26.62,0
32,'C1204046804','3','F',26937,'M1823072687','28007','es_transportation',12.06,0
25,'C245117318','2','F',76469,'M1823072687','28007','es_transportation',19.47,0
147,'C1158738757','3','U',23866,'M1823072687','28007','es_transportation',20.47,0
119,'C228023479','6','F',82072,'M1823072687','28007','es_transportation',21.84,0
68,'C2110878299','2','U',85703,'M1823072687','28007','es_transportation',0.49,0
39,'C694574500','3','F',69421,'M1823072687','28007','es_transportation',14.53,0
9,'C746599731','2','F',73352,'M1823072687','28007','es_transportation',23.69,0
66,'C1615196201','5','U',67180,'M1823072687','28007','es_transportation',12.28,0
168,'C267284908','2','F',68811,'M1823072687','28007','es_transportation',47.87,0
106,'C53785803','6','F',95974,'M1823072687','28007','es_leisure',117.76,0
97,'C399875163','3','F',47662,'M1823072687','28007','es_transportation',8.21,0
35,'C1154612561','5','U',10128,'M1823072687','28007','es_leisure',133.86,0
64,'C512338137','2','F',13549,'M1823072687','28007','es_transportation',35.21,0
113,'C859628493','2','F',57239,'M1823072687','28007','es_transportation',54.55,0
100,'C2058916086','4','U',79823,'M1823072687','28007','es_transportation',7.26,0
138,'C2085186254','4','F',25625,'M1823072687','28007','es_wellnessandbeauty',65.59,0
159,'C777863522','4','F',75240,'M1823072687','28007','es_transportation',137.08,0
139,'C1560259762','2','F',95768,'M1823072687','28007','es_transportation',20.94,0
30,'C2064491438','6','F',73580,'M1823072687','28007','es_transportation',29.93,0
129,'C734817849','4','F',05667,'M1823072687','28007','es_transportation',0.64,0
149,'C790593937','6','U',08155,'M1823072687','28007','es_transportation',11.01,0
163,'C1415998962','6','F',15870,'M1823072687','28007','es_transportation',9.84,0
121,'C1081944543','2','F',82741,'M1823072687','28007','es_transportation',31.23,0
166,'C846889180','2','F',96274,'M1823072687','28007','es_transportation',53.77,0
41,'C915430510','4','F',22769,'M1823072687','28007','es_transportation',37.11,0
166,'C507831273','2','F',54233,'M1823072687','28007','es_transportation',14.87,0
109,'C911582672','4','F',65805,'M1823072687','28007','es_transportation',32.92,0
68,'C1449000407','6','F',98223,'M1823072687','28007','es_transportation',3.18,0
158,'C190128751','2','F',72229,'M1823072687','28007','es_transportation',9.59,0
32,'C927282395','6','F',25700,'M1823072687','28007','es_transportation',36.9,0
151,'C606355103','3','F',54491,'M1823072687','28007','es_transportation',59.25,0
19,'C944634193','2','F',92040,'M1823072687','28007','es_transportation',91.09,0
135,'C764316727','6','F',49797,'M1823072687','28007','es_leisure',59.88,0
109,'C722887134','5','F',38620,'M1823072687','28007','es_transportation',20.91,0
110,'C1333537680','4','F',67234,'M1823072687','28007','es_leisure',61.05,0
8,'C1125717761','2','F',79103,'M1823072687','28007','es_transportation',9.33,0
53,'C1920284556','3','U',98005,'M1823072687','28007','es_transportation',18.15,0
56,'C74966273','3','U',98621,'M1823072687','28007','es_transportation',48.69,0
37,'C1537903478','4','F',47078,'M1823072687','28007','es_transportation',82.21,0
11,'C1574217480','4','F',13415,'M1823072687','28007','es_transportation',16.66,0
125,'C153258882','3','F',81856,'M1823072687','28007','es_transportation',33.8,0
114,'C695108722','3','U',28000,'M1823072687','28007','es_transportation',51.33,0
64,'C1070277785','4','F',31839,'M1823072687','28007','es_transportation',71.17,0
39,'C626836922','3','F',28638,'M1823072687','28007','es_transportation',21.28,0
119,'C914243510','5','F',65463,'M1823072687','28007','es_transportation',24.96,0
159,'C532118459','3','U',49338,'M1823072687','28007','es_transportation',5.13,0
8,'C20274793','3','F',79199,'M1823072687','28007','es_transportation',2.6,0
120,'C1632932485','2','F',29676,'M1823072687','28007','es_transportation',26.91,0
108,'C1346358504','3','F',79971,'M1823072687','28007','es_transportation',9.43,0
44,'C1450354557','1','F',89921,'M1823072687','28007','es_transportation',53.06,0
144,'C1011693897','3','U',99276,'M1823072687','28007','es_transportation',58.62,0
30,'C601235628','2','F',48622,'M1823072687','28007','es_transportation',0.68,0
105,'C289617636','2','F',81199,'M1823072687','28007','es_transportation',30.59,0
16,'C665566426','2','F',33936,'M1823072687','28007','es_transportation',5.26,0
37,'C1038879380','4','F',75524,'M1823072687','28007','es_transportation',14.64,0
45,'C386205251','6','U',12868,'M1823072687','28007','es_transportation',17.45,0
21,'C1619755203','3','F',98542,'M1823072687','28007','es_transportation',57.37,0
51,'C2033310172','2','F',23554,'M1823072687','28007','es_transportation',65.62,0
161,'C1849046345','1','F',06144,'M1823072687','28007','es_transportation',18.05,0
129,'C477542874','2','F',12256,'M1823072687','28007','es_transportation',77.69,0
142,'C255292461','3','F',78355,'M1823072687','28007','es_leisure',59.25,0
175,'C1987985724','2','F',92513,'M1823072687','28007','es_transportation',14.03,0
74,'C996326258','1','F',98118,'M1823072687','28007','es_transportation',21.68,0
16,'C1862556322','4','F',65757,'M1823072687','28007','es_health',41.92,0
74,'C1641076533','1','F',21956,'M1823072687','28007','es_transportation',37.49,0
21,'C24198147','3','F',50124,'M1823072687','28007','es_transportation',38.34,0
119,'C1204740969','1','F',79797,'M1823072687','28007','es_transportation',63.87,0
141,'C333484923','3','F',36186,'M1823072687','28007','es_transportation',60.72,0
169,'C1575099263','0','F',34452,'M1823072687','28007','es_transportation',6.08,0
150,'C862785719','4','F',98937,'M1823072687','28007','es_transportation',62.67,0
171,'C3977999','2','U',90169,'M1823072687','28007','es_transportation',14.12,0
129,'C1965185304','2','F',73233,'M1823072687','28007','es_transportation',33.73,0
147,'C762614808','4','F',91703,'M1823072687','28007','es_transportation',12.15,0
136,'C2117326082','3','F',44848,'M1823072687','28007','es_transportation',47.68,0
145,'C490558731','1','F',08029,'M1823072687','28007','es_transportation',6.02,0
108,'C656031620','3','F',82684,'M1823072687','28007','es_transportation',8.57,0
96,'C837113913','5','F',77602,'M1823072687','28007','es_transportation',41.34,0
101,'C1225704566','2','F',78390,'M1823072687','28007','es_transportation',24.24,0
82,'C1342118588','2','F',36489,'M1823072687','28007','es_transportation',90.54,0
16,'C1236489588','2','F',48433,'M1823072687','28007','es_transportation',38.92,0
163,'C350553475','2','F',01167,'M1823072687','28007','es_leisure',61.0,0
153,'C1791524453','1','F',19563,'M1823072687','28007','es_leisure',79.7,0
126,'C181111540','5','F',85115,'M1823072687','28007','es_transportation',88.77,0
124,'C384136428','3','F',18358,'M1823072687','28007','es_transportation',62.36,0
7,'C1516006997','4','F',49065,'M1823072687','28007','es_transportation',87.94,0
44,'C1587738251','6','F',99861,'M1823072687','28007','es_transportation',68.96,0
78,'C1530157952','2','F',62986,'M1823072687','28007','es_transportation',19.54,0
130,'C176392439','4','F',53812,'M1823072687','28007','es_transportation',37.74,0
95,'C1731135780','1','U',50101,'M1823072687','28007','es_transportation',4.7,0
47,'C2007253908','2','U',70403,'M1823072687','28007','es_transportation',34.04,0
11,'C170769685','4','F',66404,'M1823072687','28007','es_transportation',16.02,0
87,'C1558209795','5','F',97274,'M1823072687','28007','es_barsandrestaurants',17.7,0
135,'C1137292670','2','U',02874,'M1823072687','28007','es_transportation',128.09,0
160,'C1415453492','1','F',18499,'M1823072687','28007','es_transportation',27.98,0
140,'C1254064510','5','F',45480,'M1823072687','28007','es_leisure',124.74,0
137,'C623601481','2','F',58596,'M1823072687','28007','es_transportation',84.25,0
146,'C1839662768','2','U',97078,'M1823072687','28007','es_transportation',1.81,0
63,'C956414645','3','F',35463,'M1823072687','28007','es_transportation',5.21,0
68,'C2121874810','3','F',32622,'M1823072687','28007','es_transportation',16.49,0
133,'C2041218422','4','F',49985,'M1823072687','28007','es_transportation',45.88,0
17,'C1783206868','2','F',80492,'M1823072687','28007','es_transportation',15.11,0
176,'C1607867760','1','F',24905,'M1823072687','28007','es_transportation',5.66,0
37,'C678324895','3','U',93533,'M1823072687','28007','es_transportation',15.93,0
153,'C1855266571','1','F',52817,'M1823072687','28007','es_transportation',13.08,0
39,'C177123752','6','F',93965,'M1823072687','28007','es_transportation',4.11,0
34,'C109947606','2','F',71691,'M1823072687','28007','es_leisure',27.29,0
154,'C734397713','6','F',58792,'M85975013','28007','es_leisure',82.34,0
28,'C1629152705','4','F',24753,'M1823072687','28007','es_fashion',55.44,0
102,'C1622587363','4','F',01760,'M1823072687','28007','es_transportation',71.88,0
100,'C232369406','1','F',70616,'M1823072687','28007','es_transportation',7.59,0
103,'C823379702','3','F',18617,'M1823072687','28007','es_transportation',8.0,1
28,'C1341662543','4','F',82954,'M1823072687','28007','es_home',57.55,0
65,'C1642006830','1','F',76829,'M1823072687','28007','es_transportation',94.15,0
63,'C1259760240','4','F',55688,'M1823072687','28007','es_transportation',2.36,0
10,'C2131498052','4','F',65159,'M1823072687','28007','es_transportation',67.28,0
87,'C1984017083','5','U',47774,'M1823072687','28007','es_transportation',129.09,0
169,'C46234453','2','F',54112,'M1823072687','28007','es_transportation',50.91,0
32,'C816519533','4','F',51346,'M1823072687','28007','es_transportation',51.95,0
101,'C899638721','3','U',47008,'M1823072687','28007','es_transportation',10.79,0
14,'C1325638360','3','F',39263,'M1823072687','28007','es_transportation',12.51,0
115,'C1325638360','1','U',46500,'M1823072687','28007','es_transportation',105.59,0
154,'C1287167517','5','F',48373,'M1823072687','28007','es_transportation',26.78,0
142,'C1844695541','3','U',90504,'M1823072687','28007','es_transportation',117.93,0
94,'C578700012','4','F',48290,'M1823072687','28007','es_transportation',41.69,0
175,'C1381700589','1','F',65218,'M1823072687','28007','es_transportation',28.68,0
91,'C1798103026','4','F',89530,'M1823072687','28007','es_leisure',0.89,0
47,'C1385406679','2','F',28299,'M1823072687','28007','es_transportation',41.44,0
81,'C232299558','2','F',68739,'M1823072687','28007','es_transportation',27.86,0
96,'C737765767','2','F',10582,'M1823072687','28007','es_transportation',4.38,0
131,'C1266329800','3','F',28059,'M1823072687','28007','es_fashion',79.09,0
35,'C268686998','3','U',74893,'M1823072687','28007','es_transportation',54.35,0
152,'C56859969','2','F',59029,'M1823072687','28007','es_transportation',20.02,0
139,'C1098443227','1','F',14526,'M1823072687','28007','es_transportation',11.77,0
109,'C876944738','4','F',86081,'M1823072687','28007','es_transportation',3.62,0
164,'C2100371435','3','F',18432,'M1823072687','28007','es_transportation',2.72,0
175,'C975044667','4','F',04255,'M1823072687','28007','es_transportation',28.71,0
99,'C1983995504','3','F',45726,'M1823072687','28007','es_transportation',6.31,0
175,'C615155713','4','F',58053,'M1823072687','28007','es_transportation',35.32,0
61,'C1146143839','6','F',92447,'M1823072687','28007','es_transportation',29.59,0
56,'C477542874','5','U',90867,'M1823072687','28007','es_transportation',109.28,0
41,'C1542180842','5','F',00925,'M1823072687','28007','es_transportation',14.7,0
46,'C394469483','6','F',67290,'M1823072687','28007','es_transportation',31.99,0
161,'C630871084','2','F',24408,'M1823072687','28007','es_transportation',208.73,0
13,'C196806031','3','F',76070,'M1823072687','28007','es_transportation',9.47,0
49,'C2027310658','3','F',58560,'M1823072687','28007','es_transportation',18.83,0
135,'C2127479268','2','U',01636,'M1823072687','28007','es_transportation',116.95,0
49,'C858160484','1','F',43673,'M1823072687','28007','es_transportation',38.36,0
68,'C353418507','3','F',35046,'M1823072687','28007','es_leisure',52.35,0
95,'C1087227796','5','F',30478,'M1823072687','28007','es_transportation',10.92,0
103,'C2060968828','1','F',17106,'M1823072687','28007','es_transportation',3.34,0
84,'C351144071','1','F',54311,'M1823072687','28007','es_transportation',1.87,0
125,'C1127983201','3','F',86615,'M1823072687','28007','es_transportation',54.58,0
2,'C1524407626','3','F',38454,'M1823072687','28007','es_transportation',13.94,0
171,'C377517197','2','F',37909,'M1823072687','28007','es_transportation',12.68,0
12,'C1421006824','2','F',92164,'M1823072687','28007','es_transportation',1.14,0
72,'C1625937550','2','F',82054,'M1823072687','28007','es_transportation',63.22,0
32,'C347453747','4','F',47304,'M1823072687','28007','es_transportation',32.22,0
24,'C175698222','5','F',25391,'M1823072687','28007','es_transportation',41.95,0
81,'C1023694383','4','U',56365,'M1823072687','28007','es_transportation',9.17,0
22,'C1156346576','2','F',49518,'M1823072687','28007','es_transportation',127.33,0
69,'C582173326','3','F',48326,'M1823072687','28007','es_transportation',49.12,0
24,'C676229147','6','F',74080,'M1823072687','28007','es_transportation',62.54,0
131,'C526635102','2','F',39621,'M1823072687','28007','es_transportation',45.18,0
10,'C1581709798','6','F',75055,'M1823072687','28007','es_transportation',41.83,0
131,'C1366869967','5','F',06213,'M1823072687','28007','es_transportation',48.56,0
127,'C430171917','1','F',88273,'M1823072687','28007','es_transportation',6.25,0
98,'C776775180','6','F',79611,'M1823072687','28007','es_transportation',17.95,0
35,'C1004300450','4','F',09460,'M1823072687','28007','es_leisure',97.63,0
68,'C1263461120','5','F',97239,'M1823072687','28007','es_transportation',44.98,0
76,'C755615643','1','F',68146,'M1823072687','28007','es_transportation',0.21,0
150,'C1581709798','0','F',96303,'M1823072687','28007','es_transportation',31.05,0
52,'C423891632','5','U',56792,'M1823072687','28007','es_leisure',19.22,0
24,'C276142295','2','F',88556,'M1823072687','28007','es_transportation',33.95,0
86,'C893911190','3','F',75366,'M1823072687','28007','es_transportation',44.34,0
169,'C883419967','3','F',19053,'M1823072687','28007','es_transportation',50.78,0
45,'C1854104284','3','U',51180,'M1823072687','28007','es_leisure',77.97,0
72,'C949319027','4','F',93163,'M1823072687','28007','es_transportation',15.73,0
60,'C2120633706','3','F',98595,'M1823072687','28007','es_transportation',33.47,0
77,'C1760612790','6','U',21625,'M1823072687','28007','es_home',49.08,0
38,'C1360225709','2','F',89670,'M1823072687','28007','es_transportation',94.61,0
81,'C871962456','5','F',88977,'M1823072687','28007','es_transportation',40.53,0
133,'C1478081031','3','F',67731,'M1823072687','28007','es_transportation',11.85,0
120,'C1530157952','2','U',24950,'M1823072687','28007','es_transportation',28.85,0
3,'C1038996959','2','F',66169,'M1823072687','28007','es_transportation',4.85,0
86,'C62153477','4','F',09126,'M1823072687','28007','es_transportation',56.6,0
9,'C1950723662','2','F',52169,'M1823072687','28007','es_transportation',2.82,0
103,'C689850593','5','U',07269,'M1823072687','28007','es_transportation',16.9,0
99,'C126488680','2','F',42576,'M1823072687','28007','es_transportation',34.29,0
125,'C644663928','3','F',10492,'M1823072687','28007','es_transportation',0.71,0
72,'C735039923','4','F',01125,'M1823072687','28007','es_wellnessandbeauty',61.38,0
125,'C1165454845','4','F',31462,'M1823072687','28007','es_travel',16.7,0
3,'C673469784','3','U',09221,'M1823072687','28007','es_leisure',45.07,0
9,'C26716153','2','F',31388,'M1823072687','28007','es_transportation',47.5,0
28,'C1928005021','2','F',01953,'M1823072687','28007','es_transportation',7.6,0
118,'C1723688663','5','F',29413,'M1823072687','28007','es_transportation',19.04,0
166,'C186769596','4','F',22383,'M1823072687','28007','es_fashion',10.85,0
177,'C1708261114','6','F',15994,'M1823072687','28007','es_transportation',19.31,0
122,'C775533998','3','F',29033,'M1823072687','28007','es_transportation',76.84,0
166,'C2038427935','2','F',14289,'M1823072687','28007','es_transportation',37.71,0
153,'C1186953291','3','F',11231,'M1823072687','28007','es_transportation',41.8,0
86,'C1461183154','2','U',21130,'M1823072687','28007','es_transportation',45.69,0
171,'C1934785516','2','F',63082,'M1823072687','28007','es_transportation',11.35,0
135,'C2132932756','4','F',47337,'M1823072687','28007','es_transportation',58.57,0
135,'C1385780363','2','F',73460,'M1823072687','28007','es_transportation',23.41,0
59,'C1962291095','4','F',83100,'M85975013','28007','es_leisure',235.4,0
121,'C951689990','1','F',75840,'M1823072687','28007','es_transportation',35.37,0
91,'C1192557067','3','U',98271,'M1823072687','28007','es_transportation',40.77,0
78,'C964866248','3','F',90731,'M1823072687','28007','es_transportation',112.53,0
14,'C1975392482','1','F',17832,'M1823072687','28007','es_transportation',19.74,0
173,'C706599076','1','F',31050,'M1823072687','28007','es_transportation',47.71,0
88,'C662015024','4','F',83273,'M1823072687','28007','es_transportation',2.97,0
172,'C120279480','5','F',57226,'M1823072687','28007','es_transportation',3.44,0
162,'C1242686524','4','F',13514,'M1823072687','28007','es_transportation',3.38,0
19,'C2109595609','2','F',79915,'M1823072687','28007','es_transportation',9.25,0
65,'C1233802034','4','U',32950,'M1823072687','28007','es_transportation',3.05,0
40,'C631654729','2','F',23748,'M1823072687','28007','es_transportation',67.35,0
151,'C1478081031','2','F',14706,'M1823072687','28007','es_transportation',5.05,0
14,'C1667929755','3','F',61248,'M1823072687','28007','es_travel',14.16,0
95,'C1080719046','1','F',70096,'M1823072687','28007','es_transportation',15.94,0
47,'C1338727022','5','F',28875,'M1823072687','28007','es_transportation',11.9,0
17,'C1025104996','2','F',26065,'M1823072687','28007','es_transportation',73.99,0
66,'C2038427935','3','U',16612,'M1823072687','28007','es_transportation',20.92,0
153,'C1435256152','3','F',54295,'M1823072687','28007','es_transportation',24.54,1
152,'C626467543','4','F',28211,'M1823072687','28007','es_transportation',41.25,0
136,'C248927068','5','F',31687,'M1823072687','28007','es_transportation',16.07,0
37,'C677660361','2','U',12503,'M1823072687','28007','es_transportation',27.79,0
40,'C756645719','2','F',52992,'M1823072687','28007','es_transportation',45.19,0
97,'C1514271157','2','F',69301,'M1823072687','28007','es_transportation',41.1,0
171,'C1191069340','5','F',10055,'M1823072687','28007','es_leisure',28.16,0
39,'C506520283','4','F',54123,'M1823072687','28007','es_transportation',23.21,0
117,'C1615671416','3','U',94803,'M1823072687','28007','es_transportation',10.06,0
157,'C602498884','2','F',32048,'M1823072687','28007','es_transportation',11.23,0
133,'C1421006824','5','F',32369,'M1823072687','28007','es_transportation',110.85,0
39,'C571527976','6','U',43752,'M1823072687','28007','es_transportation',17.84,0
21,'C969284083','2','F',42134,'M1823072687','28007','es_leisure',19.02,0
134,'C1264836741','2','F',38379,'M1823072687','28007','es_transportation',2.48,0
173,'C1238185596','4','F',62803,'M1823072687','28007','es_transportation',49.38,0
137,'C864655240','1','U',54053,'M1823072687','28007','es_transportation',14.8,0
106,'C1033848759','3','F',58111,'M1823072687','28007','es_leisure',187.2,0
63,'C53785803','2','F',24109,'M1823072687','28007','es_transportation',58.05,0
141,'C800379810','3','U',60921,'M1823072687','28007','es_transportation',4.77,0
137,'C1499092508','2','F',25048,'M1823072687','28007','es_transportation',52.77,0
75,'C1680323951','4','F',17078,'M1823072687','28007','es_transportation',36.95,0
105,'C1153943594','2','F',45710,'M1823072687','28007','es_transportation',4.7,0
97,'C1143300850','5','F',63451,'M1823072687','28007','es_transportation',12.04,0
67,'C1606614105','2','F',54183,'M1823072687','28007','es_transportation',45.28,0
80,'C1009080922','3','F',67443,'M1823072687','28007','es_transportation',90.78,0
112,'C267009229','3','F',40953,'M1823072687','28007','es_travel',27.54,0
129,'C1073155388','5','F',74444,'M1823072687','28007','es_transportation',18.88,0
47,'C591563666','2','U',28003,'M1823072687','28007','es_leisure',76.74,0
30,'C1450354557','2','F',47204,'M1823072687','28007','es_transportation',5.2,0
80,'C1182534509','1','U',71247,'M85975013','28007','es_leisure',146.65,0
149,'C1512732275','4','F',50738,'M1823072687','28007','es_transportation',69.94,0
75,'C1731163929','4','F',77133,'M1823072687','28007','es_transportation',291.42,1
45,'C830053540','3','F',92736,'M1823072687','28007','es_transportation',59.72,0
111,'C787259637','3','U',58810,'M1823072687','28007','es_transportation',18.05,0
114,'C2030175121','4','F',63053,'M1823072687','28007','es_transportation',43.07,0
161,'C359668643','5','F',28854,'M1823072687','28007','es_leisure',85.95,0
6,'C1801015376','2','U',74903,'M1823072687','28007','es_transportation',58.28,0
113,'C1973203074','2','F',98858,'M1823072687','28007','es_transportation',32.16,1
66,'C304677660','1','F',05207,'M1823072687','28007','es_transportation',14.61,0
129,'C395508885','2','U',59905,'M1823072687','28007','es_transportation',41.19,0
27,'C383368009','5','F',63897,'M1823072687','28007','es_transportation',19.11,0
62,'C470079617','5','U',98043,'M1823072687','28007','es_transportation',82.12,0
177,'C1992185297','4','F',36870,'M1823072687','28007','es_travel',41.7,0
8,'C860156566','3','F',49864,'M1823072687','28007','es_leisure',18.5,0
62,'C1092769857','3','U',18162,'M1823072687','28007','es_transportation',2.74,0
91,'C1385406679','2','F',89569,'M1823072687','28007','es_transportation',0.64,0
63,'C1971105040','2','F',60392,'M1823072687','28007','es_transportation',38.88,0
146,'C1069635670','2','F',41674,'M1823072687','28007','es_transportation',1.88,0
36,'C872112161','1','F',39484,'M1823072687','28007','es_transportation',38.12,0
68,'C1846578588','2','F',36134,'M1823072687','28007','es_transportation',31.49,0
121,'C1645579872','5','F',29950,'M1823072687','28007','es_transportation',3.8,0
66,'C430579454','2','F',65276,'M1535107174','28007','es_leisure',30.15,0
82,'C2049382420','1','F',06447,'M1823072687','28007','es_wellnessandbeauty',72.58,0
161,'C311783581','2','F',97454,'M1823072687','28007','es_transportation',11.84,0
120,'C1886601622','2','F',52388,'M1823072687','28007','es_leisure',5.28,0
150,'C724380392','3','F',73870,'M1823072687','28007','es_transportation',4.43,0
147,'C1812935919','3','F',53346,'M1823072687','28007','es_transportation',12.97,0
70,'C1734948367','3','F',20328,'M1823072687','28007','es_home',32.59,0
136,'C543938207','3','F',40355,'M1823072687','28007','es_transportation',3.71,0
75,'C344248234','4','F',95053,'M1823072687','28007','es_transportation',1.51,0
